1571,-1582,4751,33,63,-117,-7,0,-5
1155,3241,-1164,-5,26,-65,-3,-11,8
-873,-5157,942,46,-29,-119,-1,17,6
1974,56,4335,-23,-54,7,-4,4,-13
-2790,906,3523,43,-64,-58,6,2,-7
2814,-30,-857,-3,0,-63,-9,0,8
2874,1710,-1337,-143,-35,7,2,-3,4
2646,-186,-1853,4,19,66,-9,-1,1
162,-1386,-1577,-5,-6,-58,0,5,10
-345,4279,-674,20,-125,-5,0,-10,4
339,-224,2043,-46,-18,-38,3,3,-7
2087,-756,-3505,-88,40,74,-2,0,11
-5628,1720,-1280,120,45,0,2,-5,2
7332,4006,-2504,19,74,71,-12,-10,0
-6978,-1502,7486,65,116,-3,7,-4,-11
1194,1090,6100,-88,44,54,3,-4,-12
-6042,-1178,1402,113,70,55,3,-2,-5
-768,16336,-6914,22,-65,138,0,-21,3
-1308,-3176,-3926,111,33,18,-4,3,5
-13638,5302,9322,102,1,-17,15,-8,-13
-643,1185,2796,39,-28,-62,-1,-1,-3
5621,-2055,1257,-81,22,79,-9,4,-9
1776,2127,-4385,-68,-22,65,1,-2,3
-4812,2649,4129,-107,19,32,13,-5,-8
6276,-7125,2293,-8,87,-28,-9,6,-2
-8448,-3129,-731,-117,87,56,19,0,-2
1830,3333,3319,-14,-74,-112,-2,-1,1
13170,1479,-2531,-144,-41,69,-12,0,0
8688,4233,-1631,-75,-25,7,-9,-5,2
-3246,9705,-10307,53,-66,100,2,-11,10
-3930,-825,-1793,72,23,-81,2,0,7
7950,-2769,-1595,-73,77,43,-8,0,0
7078,10453,-9428,-12,6,95,-10,-16,9
-9050,-1967,-482,66,18,-24,10,2,2
10948,-545,-4784,-64,-3,151,-13,1,-1
7744,-7673,328,-49,-27,-28,-9,13,1
1660,-5747,-3686,-65,86,139,1,4,-2
8356,283,3262,45,-137,20,-15,7,-6
-1310,-3623,-878,-1,-47,98,2,8,-4
-1694,-1403,-4339,-4,0,-25,4,3,11
616,-2843,4301,-19,17,-65,0,5,-5
-4694,682,806,34,-178,-57,8,10,2
-1064,-1613,-994,68,100,-28,-2,-3,4
-344,5617,-5029,13,-17,122,0,-11,3
-785,1887,-954,33,4,-81,0,-6,9
-835,2737,3271,74,-17,-3,-3,-7,-10
665,2437,4196,1,-44,-105,-2,-4,-5
1415,-3888,-229,49,40,33,-8,9,-2
-2935,-138,-4829,-24,-71,-82,11,6,21
-360,4012,2721,-49,-29,-111,5,-10,0
2840,2812,571,-8,19,-116,-8,-10,7
1040,562,-4404,103,-34,70,-11,1,8
-885,-363,246,-93,-36,27,10,4,-3
-1325,-1036,550,193,22,-19,-13,6,-2
310,3584,-185,76,-158,6,-12,-10,1
-830,-586,70,8,40,-3,6,0,0
-95,764,-515,-41,-50,-28,6,0,8
-1700,-316,595,66,30,-30,6,-1,-1
-1385,1949,-1175,45,-49,-16,6,-10,12
-575,-2686,205,-33,140,36,9,5,-6
-1460,2384,100,90,-110,-77,1,-6,9
-1820,-136,2380,50,10,-157,9,0,0
-515,554,1000,-29,44,-65,8,-10,0
4035,-1915,4727,-3,22,-73,-9,3,-6
-4462,7713,2958,95,-85,-27,4,-12,-5
4731,-3655,-1885,33,142,5,-13,-1,4
-6985,8003,1943,182,-80,-112,4,-13,3
-9131,-2089,-6670,136,-32,110,12,7,8
-2461,-349,2552,-34,13,-43,8,0,-3
2875,-1190,-3248,-8,-123,-23,-6,11,9
-203,567,1571,13,-27,-16,0,-2,-15
-8,-1994,-756,61,30,79,-9,18,-3
-2309,-1461,-457,133,122,42,6,-1,-1
785,-785,-2693,-28,91,95,-5,-4,16
-489,723,-925,-42,24,36,11,-11,5
-1685,-5,-28,183,-60,9,-8,9,-1
-86,2166,-171,11,-80,-15,-1,-12,4
-541,1555,-1471,81,-26,120,-6,-13,-1
-541,801,1012,-45,-115,-29,12,8,-7
509,373,999,-38,-23,-83,-3,-2,-3
-996,1353,1354,96,-66,-36,0,-12,-18
1689,-1572,-86,-134,122,20,-7,7,-2
4870,4266,-10214,68,66,25,-11,-10,14
9712,3312,-6146,-11,-111,97,-14,1,4
-3608,4446,-6686,63,24,75,2,-8,6
7192,3204,550,-15,-108,-15,-10,1,0
550,-6624,-3392,114,54,39,-7,7,3
32,540,-1030,-73,-94,74,12,7,5
-1073,695,-65,98,-71,-17,1,0,4
12,415,-1405,-16,-43,139,2,0,0
-599,-7613,1406,-10,173,-78,2,6,2
1025,2595,2682,24,-44,28,-4,-3,-8
5027,-160,2885,-69,6,-9,-7,0,-6
-657,-392,-4510,-38,14,81,4,0,5
-1382,2160,1899,17,46,10,2,-8,-5
155,2189,1696,-6,-15,-58,0,-4,0
-2629,2305,-5583,30,-34,73,4,-3,8
1547,2556,-3707,-47,101,-49,0,-11,10
-7525,4300,2229,220,-135,-53,1,0,-1
3195,924,4005,17,119,-158,-7,-9,2
934,646,471,-50,-34,27,0,0,-5
-3151,361,-1011,65,-19,45,10,0,1
-393,-612,-221,27,40,13,2,4,1
182,-1102,-1236,-58,78,120,7,6,0
-1371,-2411,1311,20,1,-54,3,8,0
-1203,661,-4041,38,-27,44,1,0,10
-2319,1573,735,97,35,45,0,-8,-6
2481,-155,-1617,-53,-18,68,-4,2,0
-99,2857,867,67,-56,2,-5,-5,-3
-915,-1379,459,26,-42,19,1,8,-3
-195,1117,351,21,-21,36,-1,-2,-4
-8270,-1793,-2498,129,34,71,6,1,0
-7255,-3018,5202,136,87,-185,4,0,2
3805,-3753,407,-54,-36,-84,-3,8,4
-8305,587,757,76,56,-130,9,-4,6
-4070,-1443,-2008,9,-66,-51,6,6,6
4120,-6693,-293,63,66,-64,-10,7,4
6710,937,6917,7,-26,-72,-11,0,-7
1880,1742,162,55,-67,-23,-6,1,1
-1585,-6728,582,46,13,19,0,10,-2
1143,-685,-660,-43,38,63,-4,1,-2
528,-1060,1080,22,-1,-69,-7,9,0
-522,-1540,-765,36,95,30,0,1,3
-1062,-2335,900,48,108,-113,3,6,7
700,5495,-2555,-25,-138,91,0,-4,0
-728,413,1421,26,-58,-167,0,3,8
2954,2877,-5411,-62,-30,135,-3,-5,4
126,-4767,2891,39,-47,27,-3,15,-9
-5992,483,-2639,98,41,7,8,-4,6
-5866,1771,3479,50,-34,-81,11,-2,-3
700,1141,-2387,4,3,56,-2,-3,2
-6370,-259,2191,68,-63,81,11,5,-11
-224,6069,609,66,1,-109,-4,-15,6
4732,-2891,-2149,-24,2,4,-10,7,5
3901,-9,-11124,-83,38,39,-1,-2,13
-4174,5558,-427,149,67,50,-2,-11,-2
1393,-2004,8826,-134,32,-57,5,1,-9
-982,-2156,-6678,-13,-3,39,2,3,7
-5485,979,-6830,47,51,43,5,-4,7
-2160,9567,9852,57,-19,-45,0,-12,-11
-3455,399,4198,-64,3,41,11,-1,-11
-3424,3127,9375,47,-101,18,4,0,-20
7116,7188,-638,-53,-40,101,-11,-12,-5
792,-2701,5872,-105,-9,-93,5,6,-6
4636,-3166,-762,-149,102,9,0,0,1
10495,-1058,416,-162,34,-45,-11,0,2
2838,-4561,3392,-91,99,-109,0,3,0
1743,-265,1161,-83,-11,-11,-7,4,-11
326,-460,1031,-65,11,-106,6,3,4
-896,372,-568,-13,-4,59,12,-4,-2
534,-486,2266,-39,-15,-103,0,7,-10
-116,-226,2006,67,35,-34,-8,-3,-17
-779,1282,1395,69,-102,-57,-1,0,-7
547,1334,-1400,-12,-50,-10,-4,-8,17
573,1126,-906,0,-55,36,-6,-5,5
-1871,-785,1135,34,64,-114,16,-1,4
1291,-387,365,126,-75,-98,-16,8,7
4019,5377,-1065,-159,-84,59,-2,-14,-1
312,603,1289,44,64,21,-5,-8,-7
-172,-79,486,89,-43,-46,-7,4,2
2116,-376,959,54,-41,-56,-13,5,1
3205,-1454,3104,-145,31,-96,0,3,-4
1676,779,2994,-18,-36,-68,-5,0,-6
-2856,-1223,-1494,-19,32,-2,13,2,6
840,-3324,-2396,-95,139,108,5,1,0
1008,202,2565,-51,42,-153,-1,-6,0
-318,-2093,-359,36,6,37,-2,13,-2
-1066,-1617,-1192,71,23,50,-1,8,2
260,627,-2110,20,26,122,-4,-7,0
2385,-1175,1222,-96,60,52,-5,1,-14
821,-631,746,32,37,-73,-9,0,3
-420,1358,-1634,-12,10,94,4,-10,0
2011,3245,916,-92,-38,-65,-3,-17,1
-1406,-495,712,-44,-43,-53,14,8,1
3084,439,-173,-73,-33,75,-6,1,-6
-1019,-2663,25,33,39,-3,1,7,0
-4000,296,3259,88,54,-104,8,-6,-4
1082,3057,-3132,64,-60,175,-10,-7,-3
-1404,296,1125,108,31,-53,-4,-4,0
169,-1057,3446,-113,150,-9,9,-9,-13
1654,1506,14,-54,45,170,-2,-10,-15
-4277,-1277,-2078,43,104,134,9,-4,-4
-4095,-3227,4032,36,152,-101,9,-2,-4
-1183,1492,-3040,-103,-43,90,11,-1,2
-819,-1576,-5913,45,75,52,-1,-1,13
-2613,-68,782,6,179,-84,7,-13,4
-5954,6081,2108,121,-98,-27,8,-10,-4
-663,1583,4370,39,21,-60,-1,-6,-8
6418,-2323,553,-73,0,-19,-9,5,0
-5207,5192,-3452,-73,-80,99,16,-6,1
3793,7607,163,30,-114,-37,-10,-9,2
6358,2207,7378,-164,-27,-76,-3,-3,-11
2143,-2368,-1112,23,79,21,-6,0,1
28,7667,-5987,78,-116,-18,-5,-9,14
-6752,-5983,-1622,149,153,100,5,3,-3
1423,-148,5683,16,5,58,-4,0,-16
99,-4719,1707,-15,111,-41,1,6,-2
-126,-2619,4782,59,79,-99,-4,2,-7
-2101,2481,132,8,-47,-17,6,-4,1
4449,56,2132,-33,-41,-6,-11,3,-6
1349,-219,-1368,-91,-17,-9,3,2,5
-2551,-144,7657,78,45,-45,2,-3,-20
-501,3306,-1943,-56,-54,27,6,-6,4
-351,-1719,857,16,4,58,0,5,-7
2699,-144,207,24,-85,-46,-10,7,3
-1256,-4805,-1102,13,37,-74,3,12,9
5244,-2205,-4927,-117,50,105,-7,3,7
-6556,-2455,-352,108,-18,13,12,9,0
2294,345,-502,79,13,-33,-13,-2,4
1609,-2721,-1158,-60,17,-26,0,6,5
-3818,1410,1299,-27,88,-47,12,-10,0
3472,1572,-1104,25,-30,28,-11,-2,1
475,60,-1860,38,-2,-28,-4,0,7
1879,2004,165,0,10,-61,-5,-6,4
4282,-4341,-1050,-19,7,110,-10,11,-5
-8,-1451,1326,121,83,-113,-20,8,0
-1394,-1011,1172,19,73,-75,18,3,-4
751,1156,28,-44,-58,-43,-4,-8,8
-41,-274,-368,28,24,-7,-4,0,8
1730,1167,1040,-103,-41,-63,-9,-11,-4
-756,-1242,-566,81,124,131,-2,-2,-12
1109,2865,-454,29,14,108,-8,-15,-8
4709,2115,-1834,-109,-106,93,-12,0,0
-1731,765,-1614,45,35,-65,4,-7,14
-11224,-6621,-2260,58,6,88,19,13,-1
2075,-7148,654,-67,71,122,0,10,-9
835,-2529,4932,85,-30,-48,-7,7,-7
3253,-1940,-896,-25,-129,44,-5,12,-1
-4311,-5133,-5081,-21,-90,19,10,16,9
-2792,695,-4306,26,10,90,4,-2,3
8585,726,-4337,-53,25,-85,-14,-3,14
5020,-359,2545,-98,-52,-35,-4,4,-3
-58,819,1200,82,70,29,-6,-8,-6
-2408,494,7725,85,31,-154,1,-4,-12
-4558,-856,-1600,28,7,-54,12,2,9
-4308,3369,-3325,122,-149,67,4,1,5
-2883,-1481,-1300,130,32,90,-1,2,-3
-3958,7244,75,95,-213,-43,5,-6,3
779,-1855,1337,71,108,149,-6,-3,-12
-1949,-1452,5956,-33,-145,-144,6,12,-3
5956,-5513,469,-48,2,-31,-9,11,1
459,-514,352,-17,11,24,-3,4,-7
-2726,-306,560,172,-19,1,5,6,-6
-906,-553,-753,18,0,-31,7,6,13
-1283,-1814,-1130,117,97,5,-3,6,12
-1530,58,911,38,30,-75,11,-5,1
-2726,370,-324,172,-64,-29,5,5,8
-3769,4069,1688,76,-138,-31,2,1,-1
2555,5718,-3310,-110,-29,11,2,-8,5
4306,-3802,-5146,-4,111,30,-7,0,7
-8818,-9939,8692,-73,99,-97,19,11,-9
1620,3933,-233,40,-64,-27,-5,-3,2
566,-3819,-2307,-34,-11,-36,1,7,6
2478,2570,-6985,37,-37,37,-6,-2,9
-1092,-12060,2570,31,-15,-38,0,20,-2
1253,5685,785,54,126,-41,-5,-16,1
5033,-90,855,-108,111,-43,-2,-6,1
-1302,-6775,-10940,-17,-94,60,3,16,14
-259,-1149,-12,41,117,38,-3,-4,-5
66,-3086,-1637,23,133,149,-4,15,-3
365,-902,365,-35,63,2,1,1,-4
-843,568,77,26,-26,34,1,0,-3
-843,246,169,38,-84,-102,0,6,8
-6501,-2031,-728,176,27,-51,9,5,7
-38,-1663,1181,27,71,-122,-2,0,6
-1947,706,3435,-22,-44,-52,9,1,-8
-981,-2307,-2752,-28,123,157,6,-2,-3
-2959,384,2561,130,6,-14,0,-2,-8
1227,2546,1411,44,-100,-72,-8,-1,1
2262,706,5321,-13,-80,-98,-7,4,-11
-153,1097,-1832,68,-73,-39,-5,2,10
3165,-6594,1081,28,94,-14,-14,16,-3
-377,-2845,1886,-106,39,-133,10,7,4
-1573,3342,-989,-18,-50,40,7,-8,0
4039,1617,2392,-154,-11,-23,-2,-5,-7
-538,950,644,-63,6,77,7,-4,-9
83,6194,3887,66,-138,-88,-6,-11,-7
1647,99,3496,-62,-17,1,-1,1,-13
-2355,-959,-1909,76,101,92,2,-5,-1
1440,2238,5313,-77,-62,-90,1,-3,-12
-1317,5089,3312,73,-110,-39,-2,-2,-3
-3312,10479,4677,22,-120,12,4,-10,-8
-2997,9044,4467,-23,-115,-126,6,-8,0
223,-1351,-3618,-61,-70,159,3,6,-3
-7547,-7756,-2323,53,41,32,9,10,2
-5727,154,8212,73,121,19,5,-7,-14
1203,6139,3137,-53,-122,2,1,-3,-5
-1142,9709,1072,-130,28,-11,9,-17,-1
1161,979,-77,-26,-98,4,-14,1,1
17,-517,1287,24,26,-66,-5,3,-8
-929,-1144,-957,68,101,84,2,0,1
-346,-1397,-550,69,160,17,-7,-6,6
-368,-66,440,23,93,-67,1,-15,5
-764,-44,22,-37,-29,7,17,5,-1
83,627,-1243,0,-42,116,-2,-3,0
-1083,1529,737,70,-112,-46,4,-5,-3
182,308,1287,-69,-25,-90,8,-1,-4
-1105,-374,-1045,30,121,32,11,-15,11
-2213,1178,6768,0,-156,-1,4,7,-12
-2873,2960,-294,54,-57,9,2,-2,0
-827,7580,366,77,-61,-11,-3,-10,0
6829,-571,-723,-87,-52,-97,-7,4,7
-2811,2192,-2132,132,-76,55,-3,1,0
-4098,2894,5863,105,-74,-150,0,0,0
-4410,11006,-494,33,-22,93,4,-13,-4
10020,-11809,6682,83,3,-31,-17,15,-7
14076,-6817,-2795,-121,55,152,-12,6,-4
3546,5663,6253,-31,-5,-120,-3,-7,-2
-2967,164,3679,36,36,46,2,-2,-7
-1290,-1786,130,13,-54,37,1,5,-2
-640,-346,13,55,-43,-25,1,14,4
-570,649,973,37,-49,-121,3,-3,4
470,314,423,32,-10,-11,-15,-4,-6
165,-481,763,-20,53,10,0,-1,-16
-1115,734,-292,119,3,22,-2,-14,1
90,1094,378,4,-110,-12,-3,0,-5
-1210,1199,103,90,-49,43,5,-13,-10
300,-616,553,16,61,-57,-9,0,0
-290,-1116,-307,42,78,7,-3,6,4
-1349,-5506,3250,90,90,-78,-3,6,-2
5236,3074,1945,-21,-103,12,-10,0,-5
1234,-7547,1158,-11,228,-122,-4,10,6
684,494,2489,14,-80,-125,-4,5,1
-4739,-4555,773,19,69,-47,17,12,1
3555,901,-85,-36,5,107,-11,-4,-9
-460,3211,-2285,-3,-123,0,2,-2,9
1267,-4291,-1801,-70,103,139,1,8,-5
-2836,2144,1983,128,-63,36,0,-3,-11
-316,-8774,1886,46,35,0,-2,12,-3
2414,-1144,5316,-32,-57,-44,-2,5,-6
2729,-6079,6961,67,-6,-1,-8,10,-11
5494,536,-2559,-12,-105,-53,-8,5,7
1784,-2754,-1824,-104,151,-2,3,-4,3
-3886,3511,-6654,166,-136,64,-3,2,7
6544,2706,4126,-78,-41,8,-6,-2,-7
1701,80,-2199,-61,13,65,0,-1,1
-7987,4896,55,53,-130,28,16,-3,-2
945,682,2743,53,6,19,-6,-2,-8
-2471,-1362,-8723,30,-8,95,4,4,15
1477,850,4171,-24,-87,-32,-2,4,-8
-5117,-1684,195,23,163,81,11,-7,-6
1355,38,-1433,-123,0,61,0,0,11
640,-677,547,-52,41,-107,-1,4,9
-1439,236,-872,137,12,10,-1,-5,11
354,-424,63,-68,-12,3,6,9,-2
-207,-820,360,31,60,18,-2,3,-9
1300,-127,-2830,-106,-15,134,-2,5,20
1300,467,-157,-64,9,23,-9,-8,-2
1003,1303,624,-103,-91,6,2,-4,-11
543,-5818,6322,-15,49,-34,0,8,-10
-5681,6502,1346,97,27,-27,5,-14,-1
1199,-3722,978,-19,132,-131,-1,-1,6
-2017,-1562,3266,-100,48,12,10,0,-7
239,-3866,-1486,44,120,-54,-3,0,6
9055,2774,546,-17,94,-35,-16,-11,1
-6145,3686,-702,128,49,103,4,-10,-5
6303,-1690,-1774,-96,184,54,-6,-8,0
1487,630,-974,-61,-37,-70,1,1,6
-5201,5398,738,49,-54,58,7,-7,-5
-5109,-512,258,28,85,-26,7,-4,1
1062,-8621,2043,-66,96,-96,2,9,2
2337,6390,5103,-121,-188,-151,3,0,0
6638,10640,-5267,-90,2,-56,-6,-18,12
7352,8583,2995,-111,-165,-54,-6,-5,-2
-9818,-4660,-7936,114,67,40,10,4,11
-128,-7584,1839,109,118,-55,-6,6,0
89,-550,697,10,66,-4,-3,-3,-9
-230,792,675,15,-80,-62,1,1,1
1277,-132,15,-74,-14,52,-7,4,-8
-538,-858,-425,37,70,38,2,1,1
5539,-5207,-2926,-55,-69,79,-5,11,0
3356,6892,-7181,-129,-73,4,2,-6,10
6168,-7353,-6589,42,103,45,-11,5,7
2357,-11386,1625,31,3,13,-5,16,-3
-2712,3710,-2038,-60,-63,-40,7,-2,5
-825,-1470,256,-92,-56,-140,6,5,7
8055,-397,2809,-47,10,-38,-9,0,-2
-3378,935,9210,-23,-26,-59,6,0,-10
-4782,194,361,-50,-24,-9,9,1,0
880,-8261,5225,-4,62,-20,-1,8,-6
-2255,6635,-13110,98,-18,14,-2,-8,17
4794,2835,-627,-68,82,-22,-3,-8,2
-963,-3815,3173,64,23,-83,-2,4,0
-3769,-7006,594,1,106,-16,5,4,0
-957,3235,1525,44,12,-21,-1,-5,-1
6054,6066,11044,-43,35,-135,-6,-10,-8
197,-178,6319,24,-14,-104,-3,2,-16
-2729,2913,-2217,42,-28,54,7,-9,4
-3301,-3060,-490,-1,71,10,13,6,1
-1035,-772,-2679,103,36,75,-5,0,4
3343,1978,-2206,-27,-20,42,-11,-6,5
1167,-2559,2058,-66,-10,-75,0,16,-4
798,-3414,-444,-36,85,83,-1,11,-6
-507,-174,-2181,8,133,37,2,-13,9
-1155,2688,-552,-70,-45,13,14,-11,2
3471,-1317,3057,-99,16,-178,-10,6,1
2220,-849,-1893,-20,-48,78,-11,10,3
366,546,-2595,-12,17,60,-1,-5,9
-1857,186,-3675,-31,-20,101,14,1,11
-867,5811,816,47,-152,13,0,-18,-6
745,863,815,-58,-47,-51,0,-3,-1
-711,-1087,347,40,47,62,2,5,-12
407,-749,-498,45,112,43,-11,-8,0
-61,187,919,-17,-23,32,3,1,-14
-1465,-567,-1629,84,49,88,4,-1,6
-633,564,-836,139,11,34,-13,-8,5
394,-346,-1798,-3,18,94,-4,1,7
-502,199,555,-8,24,-75,9,-7,4
983,-252,1721,-5,5,-169,-14,3,2
-183,-846,-2085,35,17,87,-3,10,17
-161,34,-292,33,39,-28,-3,-7,9
587,397,-1788,-53,-12,120,0,-4,7
1126,265,-413,-66,-24,13,-6,0,4
-799,-230,-1920,67,27,168,1,-1,1
26,771,544,-26,-28,-74,4,-7,4
-1063,-340,-864,109,37,78,-2,-1,0
-794,-330,1460,32,116,-47,0,-8,-1
-5419,2820,-3390,35,16,108,14,-10,2
3606,1070,-115,-66,-44,-127,-6,0,10
-888,-1577,3758,7,-28,-138,2,7,-1
1512,-1252,-3542,28,50,89,-7,0,4
37,7573,4208,-4,-199,-169,0,-8,0
1762,5723,5583,44,-151,-146,-9,-6,-6
3787,-2202,-2542,-24,-42,-55,-10,10,12
-263,-1727,-1292,21,69,51,-1,0,0
-3513,823,1533,21,-85,-62,9,4,0
562,-4227,-2892,-12,78,102,-1,7,1
2358,7899,-911,34,-110,-34,-5,-5,3
7982,698,-10050,3,21,31,-11,-2,12
-5128,5562,1274,75,-29,84,3,-6,-6
4399,11259,-3787,-81,-51,13,-3,-17,6
-10550,-4482,4430,-19,-16,-83,20,9,-3
7666,3669,536,-61,60,-50,-10,-10,2
7996,732,1427,-20,-21,-43,-13,0,0
7721,-6410,-10522,-208,23,112,0,8,9
-11186,1989,9865,132,-14,-97,9,-2,-9
4058,11202,-2493,81,-73,-143,-10,-12,11
12531,6799,5055,-53,-201,-43,-15,1,-5
1801,-9222,-3307,-67,118,50,1,7,2
2615,-6854,5980,-70,111,-30,0,4,-7
-708,-584,587,5,8,-94,10,7,7
-235,1066,81,106,-64,-54,-14,-6,8
-158,1132,-1778,9,-64,181,1,-7,-3
-1346,901,367,87,-31,-8,6,-9,-4
403,-67,-799,-36,15,86,0,-2,-2
-1126,1759,1082,55,-49,-55,8,-19,-7
-2523,4489,-3801,142,-65,121,-3,-10,3
1893,-647,-1389,33,-26,-67,-9,4,10
-420,-27,1979,-35,10,-71,7,-1,-5
-896,1554,2217,92,-101,-103,-4,1,-3
2504,-1319,-1965,-72,113,134,-8,-4,-2
5,-622,551,111,9,-32,-12,3,0
-692,-2033,1044,44,110,-16,0,1,-5
1161,-996,330,16,67,-64,-9,-1,5
-3803,-554,-214,74,32,13,17,0,0
-794,-2186,1690,41,83,-81,1,5,-2
-607,-707,1826,-24,41,-44,7,0,-7
6410,1869,-7453,105,-50,39,-14,0,8
-4762,5270,1762,-30,-81,11,8,-3,-3
1280,-1323,1173,-33,112,7,0,-4,-2
-4230,-7631,-5591,73,83,29,2,6,6
6049,-8885,3282,-100,-1,-29,-3,12,-3
1622,4358,11756,-42,-18,-135,0,-5,-9
-9094,995,4555,45,51,35,10,-4,-8
398,870,2607,-29,-62,-51,1,2,-2
-1710,-184,2917,-73,116,3,8,-7,-6
1704,1250,-1485,84,-49,4,-11,0,4
-6031,-2052,2831,71,105,-54,12,-2,-4
1405,691,-8921,55,40,101,-8,-5,18
1366,2238,5041,-65,21,-31,1,-8,-12
-350,2316,-5853,1,-90,64,1,0,12
-2594,-477,7441,134,108,-93,-3,-6,-10
1666,5448,-4484,-39,-167,-83,-1,-1,15
1471,2283,616,76,16,-67,-8,-6,3
2476,1038,9211,27,-51,-121,-7,1,-12
891,-6578,958,24,60,-104,-4,13,5
-648,-2420,3550,-45,-10,-4,5,7,-9
3078,415,-1148,-43,95,44,-5,-8,0
3645,-1637,-2741,48,73,47,-13,-1,4
4509,3250,1309,-26,-80,79,-10,-3,-9
2457,2602,-230,8,-84,-88,-7,-1,7
-5643,-719,-4442,210,81,68,0,-4,7
-3510,5167,5521,117,101,-35,1,-21,-12
4212,3250,-3227,-141,-80,-5,-1,-3,9
3942,-1772,-1607,-75,64,47,-5,0,1
2107,-3823,2307,-51,-27,-114,-2,12,2
-2159,-2446,-3309,51,-22,94,2,8,2
1459,8084,-2553,-55,-160,10,0,-10,6
4429,6329,4062,-95,-39,17,-5,-14,-12
1108,4034,-3795,-28,-10,42,-1,-10,7
1081,2900,1551,-97,46,-58,4,-11,0
-3374,-664,-1824,-30,-74,-73,11,7,10
-2132,1388,-2067,-34,-38,34,8,-1,3
-1754,2900,-5550,-34,-38,51,7,-5,11
2592,3789,4102,-49,-21,-103,-3,-8,-3
-2938,4111,2310,47,69,-10,4,-15,-5
-2893,-5730,-8358,-22,-5,65,5,8,8
-841,7646,4068,-115,-6,-106,7,-10,0
1952,-5939,-11626,-52,-58,-5,0,11,16
4992,-1531,1085,-93,-57,31,-2,5,-3
2598,7646,2985,48,-6,20,-6,-10,-5
6341,4036,14062,-109,-67,-135,-3,-2,-12
-94,-308,-510,-9,38,71,3,-1,-3
1526,657,-325,-105,-86,-52,-9,4,16
681,1597,660,-48,-136,31,-4,-4,-17
666,-178,-125,-52,-19,-28,-3,7,8
491,-368,855,-51,66,-82,0,-5,0
666,-338,595,-52,-3,-45,-3,7,-2
1011,372,-455,-81,-30,-6,-4,-1,10
-1284,-53,115,165,-70,-30,-7,14,4
591,-1728,-1105,-6,169,92,-10,1,4
-1214,-508,50,114,58,103,1,-1,-19
-2647,295,974,-4,69,3,10,-7,-4
3103,-1108,1917,-74,-2,-2,-5,4,-7
